NM_130786.3,4.34688,4.5134,0,6.55835
NM_000014.5,0,0,0.31972,8.33989
NM_001347423.1,0,0.0210998,0.00260741,12.5965
NM_001347424.1,0,0,0.187042,0
NM_001347425.1,0,0,0,0
NM_000662.7,1.76174,0,13.4665,0.514723
NM_001160170.3,0,0,0.00209655,0.3298
NM_001160171.3,0.25034,1.42701,2.36889,0.0566916
NM_001160172.3,0,0,0.00019583,0
NM_001160173.3,0,0,0,0
NM_001160174.2,0,0.120662,0.619768,0.122354
NM_001160175.3,0,0,0.395166,0
NM_001160176.3,0.3511,1.00676,8.15112e-06,0.419244
NM_001160179.2,0,0,0,0
NM_001291962.1,0,0,0,0
NM_000015.2,0.0810389,0.306938,0.215728,0.170928
NM_001085.4,122.34,233.102,0,4.74614
NM_001086.2,0,0,9.27318,0
NM_001087.4,125.426,138.182,28.9047,80.0494
NM_001302545.1,19.0887,30.447,2.26571,9.04492
NM_001088.2,0,0,0,0
NM_001166579.1,0.163842,0.310278,0.253001,0.420618
NM_001605.2,179.547,194.923,137.787,76.2248
NM_000663.4,0,0,0,24.1937
NM_001127448.1,0,0,2.69846e-10,51.0024
NM_020686.5,0.585266,0.687594,12.7875,18.0715
NM_005502.3,1.88196,3.55933,5.62638,22.0131
NM_001606.4,13.0052,26.7501,5.74814,5.19393
NM_212533.2,1.08467,6.77649,1.88035e-09,0.394673
NM_001089.2,6.5473,0.364679,0.819033,19.2336
NM_001271696.2,8.79105,18.1697,24.4947,21.2947
NM_001271697.2,6.48848e-10,1.70336e-06,3.82702,0
NM_001271698.2,1.55482e-09,2.65527,0.616957,1.13087
NM_001271699.2,9.51631e-10,1.51304e-06,2.40301,0
NM_004299.5,12.1541,15.9513,15.7516,14.6693
NM_001025091.1,98.1597,116.589,53.9502,43.2772
NM_001090.2,2.99808,0.0185588,0,0.375435
NM_000350.2,0.32667,1.42556,0.0842931,0.462492
NM_005157.5,6.18969,13.3214,0.0423512,10.8517
NM_007313.2,36.1365,34.1664,13.0604,22.2935
NM_001091.3,0.0430111,0,0.0284364,0.0649025
NM_001272072.1,0,0,0,0
NM_001136000.2,3.24243,0.652699,0.413613,0.505509
NM_001136001.1,0,0,1.29561,0.706644
NM_001168236.1,0.0944459,1.40126,8.36495e-06,0.00118307
NM_001168237.1,0.543271,0.000401881,0,0.0257488
NM_001168238.1,0.346262,0.883224,7.36299e-07,5.61771e-05
NM_001168239.1,1.72488,4.11431,15.991,1.18476
NM_005158.4,0.837003,1.05995,3.44124,8.48
NM_007314.3,0.148072,0.000774977,0,0.451026
NM_020469.2,0,0,0.133574,0.0348215
NM_001092.4,27.3679,40.4415,14.2398,27.3013
NM_001159746.2,0,0,0.331034,0.939475
NM_001256847.2,0,0,0,0
NM_001282149.1,0,0.377986,5.70109e-09,0.306029
NM_001322840.1,0,0.551241,0,0.754071
NM_001322841.1,0,0,0,0.13487
NM_001322842.1,0.0317826,0,0.692721,0.0315432
NM_021962.4,0,0,2.42467,11.5943
NM_001130410.1,4.88598,3.31147,0.225923,0.337612
NM_001607.3,62.3608,46.3596,16.784,13.6999
NM_198834.2,3.15911,5.06024,5.87863,2.9959
NM_198836.2,30.3171,37.4284,148.907,22.3327
NM_198837.1,0,0,0,0
NM_198838.1,1.01233,1.67353,9.00702,3.05352
NM_198839.2,2.68998,2.49423,0.715848,2.54995
NM_001093.3,3.07544,1.04473,3.63938,2.25083
NM_001608.3,0.10246,0.504493,0.0270912,1.62456
NM_000016.5,55.1209,79.2676,110.453,63.8805
NM_001127328.2,1.11196,0,6.25036,1.4781
NM_001286042.1,10.7229,9.26944,2.9078,6.60657
NM_001286043.1,0.318669,0.2725,0.655855,3.8168
NM_001286044.1,0,0,0,0.467517
NM_000017.3,4.14156,3.61601,2.1357,2.71335
NM_001302554.1,0,0,0,0.166037
NM_001330174.1,0.497746,7.06533e-10,0,0.853021
NM_001609.3,9.74234,9.04877,66.727,12.7761
NM_000018.3,0.0805729,0.00160245,8.89576,0.0343748
NM_001033859.2,343.405,208.264,25.0996,2.10476
NM_001270447.1,119.672,0.00335744,77.9029,72.7709
NM_001270448.1,43.4827,49.0818,0,0
NM_000019.3,106.233,111.277,162.099,50.2988
NM_001303253.1,0,10.3034,0,9.04849
NM_005891.2,82.4027,162.453,107.818,223.658
NM_001094.4,0,0,0,1.81118
NM_183377.1,0,0,0,0.840702
NM_001095.3,0.904439,3.31973,9.05976,4.55561
NM_001256830.1,0,0.270645,0,0.111204
NM_020039.3,0,0.668471,1.21636,0.245387
NM_000665.4,0,0,0,1.21865
NM_001282449.1,0,0.04969,0.173622,0
NM_001302621.1,0,0,0,0.78069
NM_001302622.1,0,0,0,3.38435
NM_015831.2,0.0352227,0,0,0.250777
NM_001096.2,16.8476,18.3355,3.04435,25.4485
NM_001303274.1,120.866,119.414,63.7721,67.684
NM_001303275.1,33.8536,12.6449,101.195,49.1594
NM_198830.1,4.71358,1.95539,4.70834,18.4017
NM_001278352.1,1.25706,0,0.902329,5.07368
NM_002197.2,25.0659,12.5372,96.5434,30.8709
NM_001097.2,0,0.0364545,1.5319,0.28276
NM_001098.2,108.143,85.8503,43.7652,89.276
NM_001185039.1,0.225001,1.42149,0.363641,1.42878
NM_004035.6,6.1609,8.9671,22.8533,35.0753
NM_007292.5,4.00975,3.41543,17.7832,9.81376
NM_001040649.2,8.6926,8.72936,4.91692,5.80898
NM_004300.3,213.486,211.306,97.8249,201.171
NM_007099.3,40.0204,48.2855,66.6514,46.8482
NM_001302489.1,0,0,0.0744735,4.09701
NM_001302490.1,0,1.75118e-07,5.32698e-07,0.312656
NM_001302491.1,0,0,0,0
NM_001302492.1,0,0.896585,1.71281,0.176775
NM_001610.3,25.0288,23.6421,12.4532,26.6136
NM_001111034.2,0.310839,0.089346,0,0
NM_001111035.2,0.138008,0,0,0
NM_001111036.2,0,0.189399,0,0
NM_001322023.1,0,0.093614,0,0
NM_001611.4,0,0,0.0467545,2.27587
NM_001099.4,0.130658,0.258015,0,0
NM_001134194.1,0,0.216186,0.114052,0
NM_001292037.1,0,0.0372167,0.381292,0.403122
NM_001612.5,0.313584,0.296928,0,0.649971
NM_020069.4,0,0,0.94423,0.292329
NM_020107.4,0.632951,0.400163,0,0
NM_020108.4,2.2507e-07,0,0,0.224728
NM_001100.3,0.667227,0.467264,0.0472335,0.332422
NM_001141945.2,0.62339,2.00997,0,3.56895
NM_001320855.1,1.062,0,0.221995,3.55067
NM_001613.2,0.118031,0.659147,3.3711,119.338
NM_001101.3,4183.63,3175.8,1219.5,3324.72
NM_005159.4,0.0720452,0.274801,0.0187048,1.55397
NM_001199954.1,109.646,35.6797,4.39875,7.55698
NM_001614.3,7534.68,3903.21,1748.94,3287.98
NM_001199893.1,0,0.416626,1.16833,0
NM_001615.3,0.462788,0,0,8.02593
NM_001322033.1,5.86245,7.45388,0.252811,35.2781
NM_004924.5,590.602,365.434,60.3504,24.7972
NM_004301.4,125.951,118.456,5.82315,43.4345
NM_177989.3,66.8255,51.3222,158.915,64.8083
NM_178042.3,0,1.45375,0,1.03131
NM_001102.3,256.666,271.734,44.5638,47.5919
NM_001130004.1,1.7875,1.33626,0.000181668,1.02919
NM_001130005.1,1.29886,0,1.89231,1.38402
NM_001103.3,0.0106083,0,0.0838514,0
NM_001278343.1,0.0106083,0,0.0838514,0.467029
NM_001278344.1,0,0,0,0
NM_001104.3,0.0710935,0,0.0234884,0.053143
NM_001258371.2,0,0,0,0
NM_001105.4,0,0.225566,0.376533,0
NM_001111067.2,18.6404,15.3517,23.3749,5.01052
NM_001347663.1,0.916905,0.825637,2.01555e-06,0
NM_001347664.1,0.000431476,0.000513689,1.09966e-05,0.0104431
NM_001347665.1,0,0.530574,0,0.993178
NM_001347666.1,0.346257,0.964813,0.52425,0
NM_001347667.1,0.490266,0.89671,2.80077,2.06574
NM_004302.4,1.61083,8.16494,1.26559,15.6078
NM_020327.3,3.83913,1.02308,15.7578,17.2001
NM_020328.3,0.546149,0.744278,1.59306,1.88576
NM_001278579.1,0.963844,1.85394,0,0.796413
NM_001278580.1,2.07464e-06,0.886652,2.18758e-09,0
NM_001616.4,6.20321,2.4543,14.1003,59.9064
NM_001106.3,1.04695,2.63944,14.9277,56.3298
NM_000020.2,0,0,0,0
NM_001077401.1,0.257348,0.156896,0.403633,0.364669
NM_000666.2,18.9883,24.0896,5.64915,6.42968
NM_001198895.1,0,0,1.02286e-06,3.14866e-06
NM_001198896.1,0,0,0,0
NM_001198897.1,0,2.23865,0,0
NM_001198898.1,0.988822,0,2.36636e-06,0.647947
NM_001107.4,22.0469,20.9535,52.2561,65.333
NM_001302616.1,0,0,0,0
NM_001302617.1,3.84849,4.15324,0.302966,0.689396
NM_001320586.1,5.56359,2.10723,7.32823,21.2022
NM_001320587.1,21.2229,15.1506,27.6073,0
NM_001320588.1,0,0,0,0.362884
NM_001320589.1,0.604388,0,0.209578,0.582419
NM_001320590.1,0.614398,1.4271,1.1329,1.14064
NM_138448.3,6.36082,8.44868,0,3.66032
NM_000022.3,7.77583,17.2152,1.12951,16.2573
NM_001322050.1,0,0,1.8964,0.502163
NM_001322051.1,0.512254,0,3.35604,0.844284
NM_001109.4,57.0429,49.5673,0,0
NM_001164489.1,12.8133,7.07593,0.241857,0.700459
NM_001164490.1,5.64258,5.42704,0,0.20018
NM_001110.3,19.2884,15.3337,271.126,56.0228
NM_001320570.1,1.72475,7.10393e-09,7.79143,5.66502
NM_001025107.2,54.0368,51.1973,234.034,80.3647
NM_001111.4,0.00332255,0.092812,3.39201e-05,8.27822
NM_001193495.1,12.4516,14.3545,3.91014,8.05124
NM_015840.3,13.9084,16.9367,17.244,1.00719
NM_015841.3,1.86146,0.00111191,1.09651,1.66743
NM_001112.3,1.84063e-09,0,1.17293,0
NM_001160230.1,0,0,0,0
NM_001346687.1,0.975724,0,0,0.624101
NM_001346688.1,3.02957,2.12265,4.19964,2.57991
NM_015833.3,6.21378,3.49035,3.81523,1.04014
NM_015834.3,3.45947,2.53277,0,4.4268
NM_018702.3,2.05971,2.31527,0.0491437,1.08171
NM_001281768.1,5.81626,6.98811,0,2.88466
NM_021116.2,8.10801,7.19753,0.0348691,7.28052
NM_020546.2,0.0875504,0.135805,0.125932,7.67145
NM_001320613.1,4.60105,9.39725,0.00859799,0.429413
NM_004036.4,28.0883,34.1738,9.44797,9.25877
NM_001199642.1,0.193408,0.0289162,0.376113,3.48192
NM_183357.2,0,0,0,1.47144
NM_015270.4,13.1657,17.5531,6.31056,18.5119
NM_001114.4,11.3825,38.9796,13.0384,3.67453
NM_001286057.1,0,0.282416,0.0297927,0.0558086
NM_001115.2,0.0252092,0,0.0166402,0.471659
NM_001116.3,4.12536,2.90143,3.42904,5.38967
NM_001099733.1,0.165167,0.0312697,0,1.58777
NM_001117.4,0,0,0,0.503188
NM_001118.4,0,0,7.44152e-07,0.789809
NM_001199635.1,0,0,0,1.95615
NM_001199636.1,0,0,0,2.5528e-08
NM_001199637.1,0,0,0.160293,5.06559
NM_001119.4,55.9537,64.7777,64.609,33.7716
NM_001286645.1,0.848018,1.02916,0.968311,2.14466
NM_014189.3,6.42097,14.4555,5.79167,33.7863
NM_014190.3,2.72514,3.23449,3.54758e-06,39.0525
NM_176801.2,0.325696,0.758677,4.59378e-07,39.5188
NM_001185054.1,5.16978,0.00161412,0.0547019,9.65654
NM_001185055.1,1.13526,0.000534352,0,1.39762
NM_001617.3,19.2677,32.9354,0,26.0805
NM_017482.3,3.03898,2.72527,0,17.0829
NM_017488.3,2.45941,0,0,1.42829
NM_001121.3,9.46742,7.37824,2.16448,11.5845
NM_001320591.1,0.000337283,1.2592,114.45,18.7728
NM_001320592.1,0,0,1.66314e-06,1.39011e-05
NM_001320593.1,0,0.500398,5.19059e-06,3.08881
NM_001320594.1,0.974661,0.493258,3.58814,2.23159
NM_016824.4,16.3166,28.6942,11.5024,28.4284
NM_019903.4,0,0,2.18557e-07,3.96181e-06
NM_001122.3,47.5023,81.5341,24.3738,35.1114
NM_000667.3,0.0351277,0,0.279377,0.340965
NM_000668.5,0.0194009,0,0,0.0479242
NM_001286650.1,0,0,0,0
NM_000669.4,0,0.0566738,0,0.0984052
NM_000670.4,0.39531,0.351072,1.01531,1.9844
NM_001306171.1,0,0,0,0
NM_001306172.1,0,0,0,0
NM_000671.4,105.109,114.907,194.743,229.621
NM_000672.3,0,0.216154,0.965336,0.802081
NM_001102470.1,0,0,0.046249,0.0352607
NM_000673.4,0,0,0,0
NM_001166504.1,0,0,0,0
NM_001123.3,15.7181,14.8319,4.97282,6.40014
NM_001202449.1,0,1.03841,1.85225,0.630849
NM_001202450.1,2.90302,1.6106,3.6367,0.449859
NM_006721.3,56.5329,46.3007,100.429,28.1301
NM_001124.2,9.94549,17.2389,4.68457,5.19774
NM_000674.2,1.07164,1.46676,0.382035,0.319166
NM_001048230.1,0,4.07874,2.91331,3.92491
NM_000675.5,0,3.3541e-06,0,0
NM_001278497.1,0.319391,0.289713,0,0.458062
NM_001278498.1,0,0,0,0
NM_001278499.1,0,0.309758,0,0
NM_001278500.1,0.503292,0,0.629805,1.35023
NM_000676.2,15.3891,23.4203,36.6214,8.9941
NM_000677.3,0,0,0,0
NM_001302678.1,0,0,0,0
NM_001302679.1,0,0,0,0
NM_001125.3,0,0.818556,0.649072,0.235575
NM_001291949.1,0.619657,1.45353,0,0
NM_001291950.1,0.129998,0.281419,2.67989,0.413544
NM_001618.3,351.665,419.112,232.776,150.574
NM_006437.3,55.7139,43.7118,152.237,28.5825
NM_000678.3,0.0197039,0.0373146,0,0.177619
NM_000679.3,1.27502,5.55355,0,0.679062
NM_000680.3,0,0,0.0370126,1.07878
NM_001322502.1,0,0,0,0
NM_001322503.1,0.373437,0.24588,0.387228,1.09436
NM_001322504.1,0,0,0,0
NM_033302.3,0,0,0,0.732376
NM_033303.4,0,0,0,0.0113383
NM_033304.3,0,0,0,0.112745
NM_000681.3,0,0,0.0177496,0.517297
NM_000682.6,0.0155335,0.0294169,0.102588,0.0924198
NM_000683.3,0.242797,0.102178,2.6066,2.47533
NM_000684.2,0.0733412,0.156404,1.33268,0.293522
NM_000024.5,7.61524,0.72836,0.271434,2.68368
NM_000025.2,0.0336767,0.0605782,0.0908162,0.168851
NM_001619.3,70.8557,117.084,12.4233,29.5152
NM_005160.3,2.29592,1.30413,16.8305,13.2407
NM_000026.3,116.697,152.816,69.3917,104.137
NM_001123378.2,1.4981,2.65968,0,11.6235
NM_001317923.1,9.35124e-06,2.21722e-08,53.0436,0
NM_001126.3,73.4285,127.73,118.846,57.1649
NM_014203.2,0,0.496171,6.7332e-10,11.4549
NM_130787.2,66.906,46.3858,22.6704,24.0501
NM_001242837.1,13.6352,11.4892,7.20239,8.73245
NM_012305.3,31.2321,20.091,20.1045,26.3607
NM_001127.3,1.49742,1.37353,8.02032e-10,28.0738
NM_001166019.1,3.73902,3.04176,5.28451,1.05096
NM_145730.2,84.0632,61.8508,12.4822,10.3467
NM_001030006.1,35.7832,32.6871,22.0125,78.743
NM_001282.2,64.2354,56.6205,314.732,41.3675
NM_001030007.1,10.9225,1.59831,34.8615,35.2651
NM_001128.5,43.148,35.5931,97.049,10.5028
NM_001129.4,0.0382142,0.0964918,0,10.3767
NM_001130.5,129.855,174.27,78.5933,190.793
NM_198969.1,11.9145,29.0845,2.66465,2.27662
NM_198970.1,1.00703,10.8258,4.41084,6.25457
NM_001131.2,0,0,0,0
NM_001205220.1,0,0,0,0
NM_170609.1,0,0,0,0.0902918
NM_001133.2,0,0,0,0
NM_001134.2,0,0,0,0.573515
NM_000027.3,34.8251,36.3735,14.564,8.5595
NM_001171988.1,1.58989,0,2.5134,0.307792
NM_001135.3,0,0,0.0160478,0.0295041
NM_013227.3,0.111715,0.116916,0,0
NM_001136.4,1.75246,5.74004,0,0.685454
NM_001206929.1,0,3.14387,0,1.5004
NM_001206932.1,0,0,0,0
NM_001206934.1,0,0.368088,1.05513,0.485876
NM_001206936.1,0,0,1.21663,0.413451
NM_001206940.1,0,0.629065,0,0.189658
NM_001206954.1,0,0,0.715165,0
NM_001206966.1,0.769447,0,0,0
NM_172197.2,0.298621,0.537903,0.403503,0.962217
NM_000028.2,0,0.157722,0.243776,1.23694
NM_000642.2,6.83857,15.1636,4.05746,7.59358
NM_000643.2,1.30197,0.00120067,63.0862,8.79185
NM_000644.2,4.27231,0.000123416,14.9295,0.00309208
NM_000646.2,5.39017e-05,1.6878e-08,2.83544,2.2301
NM_001138.1,0,0.065944,0,0.396594
NM_000214.2,69.7835,45.0151,10.1793,58.7246
NM_000029.3,0.060945,0.134652,0.0268564,1.14115
NM_000685.4,0,0,0,0
NM_004835.4,0,0,0,0
NM_009585.3,0,0,0,5.83226e-10
NM_031850.3,0,0,0,0
NM_032049.3,0,0,0,0.166273
NM_000686.4,0,0,0,0.018011
NM_005161.4,0.0267746,0,0,0.105659
NM_000030.2,0,0.0311869,0,0
NM_000475.4,0,0,0,0.138216
NM_000687.3,466.452,384.978,146.575,142.804
NM_001161766.1,0.371125,0,3.0412,0
NM_001322084.1,2.20536,5.43659,3.54028,4.16748
NM_001322085.1,0.887253,0.975734,0,0.853872
NM_001322086.1,0.403259,0.752924,0.0512373,0.00109449
NM_001621.4,35.3816,30.3731,34.9321,13.7218
NM_001622.2,0,0,0.0441211,0.172409
NM_001318970.1,0,0,0.235143,0
NM_001623.4,0,0,0,0
NM_032955.2,0,0,0,1.23769
NM_001624.3,40.8715,46.2979,6.80569,0.8226
NM_000476.2,37.0685,39.6103,1.73168,21.8494
NM_001318121.1,2.94319,8.61431,4.19224,8.938
NM_001318122.1,1.32868,1.11513,0,1.81182
NM_001199199.1,0,0,0,0.183691
NM_001319139.1,5.4239,12.5412,3.70571,12.3149
NM_001319140.1,1.70174,2.34495,0.153148,6.24754
NM_001319141.1,1.0417,4.9841,11.961,4.87777
NM_001319142.1,3.82484,2.53366,7.0438e-05,0.499298
NM_001319143.1,200.848,301.15,12.7273,38.0334
NM_001625.3,30.987,32.4243,27.7608,5.89162
NM_013411.4,48.9805,92.7487,189.691,11.9759
NM_001005353.2,1.79885,5.80894,3.34055e-10,1.73202e-09
NM_001330616.1,1.74185,1.10915,38.8123,8.25099
NM_013410.3,11.5753,28.5882,8.68145,2.76602
NM_203464.2,1.57732,8.54339,0.193525,6.26837
NM_001014431.1,130.518,124.184,27.9942,87.0085
NM_001014432.1,1.8913e-06,0.00291034,3.81181e-06,0.956215
NM_005163.2,24.7575,37.3782,4.52879,14.1114
NM_001243027.2,2.06743e-06,2.5988e-07,0,0
NM_001243028.2,2.46668,4.17815,0.992629,1.35549
NM_001330511.1,0.522816,1.04487,0.649412,1.38693
NM_001626.5,38.323,57.9718,5.90652,16.7733
NM_000031.5,35.281,13.1448,17.2721,7.03519
NM_001003945.2,2.89602,2.82275,0.401025,5.51658
NM_001317745.1,0.704702,0.240588,4.70734e-05,0
NM_000688.5,5.11524,6.52187,3.93829,25.234
NM_001304443.1,4.39803,4.12962e-05,3.04331,2.46153
NM_001304444.1,1.99646,5.2542e-10,0.848078,1.08078
NM_199166.2,18.5067,15.1754,66.0192,36.1286
NM_000032.4,0.103279,0,0,0
NM_001037967.3,0,0.0258819,0.180904,0.0557827
NM_001037968.3,0,0,0,0
NM_000477.6,0.0225457,0,0.44726,0.227379
NM_001243280.1,6.88741,6.19369,19.2953,10.2656
NM_001243281.1,1.08973,2.18812,1.17303,0.438916
NM_001243283.1,0.224618,0,0.328989,0.229707
NM_001627.3,48.625,37.1057,141.255,39.0042
NM_000033.3,58.9862,77.6237,1.12103,1.67807
NM_000689.4,1.48278,4.8617,0.204867,65.264
NM_000690.3,62.0352,38.1174,11.1171,50.1796
NM_001204889.1,1.11911e-08,1.52067e-07,26.8686,25.3481
NM_000691.4,0,0,0.00418336,0
NM_001135167.1,0,0,0.152507,0
NM_001135168.1,0,0,0,0
NM_001330150.1,0.521997,0.339812,0,0.101188
NM_000692.4,17.0774,21.8039,52.7472,35.1423
NM_000693.3,11.9279,15.5106,26.7515,7.3569
NM_001293815.1,1.797,2.44651e-09,88.6711,0.000869654
NM_000694.3,9.03666,13.8935,5.34429e-07,0
NM_001030010.2,5.82828,9.37158,2.97351,0
NM_001161473.2,0,0,0,0.725732
NM_001290058.1,0.0054795,0,2.44189,1.4731
NM_001290059.1,0.135202,4.34557,1.04265,0
NM_000695.3,3.31675,10.7412,0,0
NM_001031615.1,1.13423,5.97109,0,0.021099
NM_000696.3,52.8151,55.9449,106.678,64.314
NM_000382.2,75.8916,47.6952,89.1443,42.8768
NM_001031806.1,12.6182,6.1855,26.4432,8.17413
NM_005164.3,0.0390431,0.0924233,0.244705,1.93808
NM_000034.3,13.284,53.3868,12.5658,8.07052
NM_001127617.2,2.11718,5.63334,0.432697,1.20959
NM_001243177.1,7.3209,13.7242,0.453371,2.64536
NM_184041.2,2303.54,1785.27,35.2917,194.575
NM_184043.2,116.478,582.372,163.392,106.204
NM_000035.3,0,0,0.344108,0.196425
NM_005165.2,9.23261,12.0627,28.3043,29.5073
NM_001346142.1,14.3337,1.69893,31.1186,46.0897
NM_001628.3,421.48,254.051,3.495,68.8194
NM_004304.4,0.0166185,0.0314717,0.0328833,1.69285
NM_000697.2,1.22771,1.35273,0.560885,0.450001
NM_000698.4,0,0,0.398553,0
NM_001256153.2,0,0,0,0.564688
NM_001256154.2,0,0.0205858,0.118915,0
NM_001320861.1,0,0,0,0.00715207
NM_001320862.1,0,0,3.34896e-09,0
NM_001204406.1,0,0,0,0
NM_001629.3,0,0.667367,0,0.649482
NM_001139.2,0.945738,2.04971,0.472381,0.696861
NM_001140.3,0.15913,0.042248,0.309634,0.567788
NM_001039130.1,0,0,0,0
NM_001039131.1,0.0838612,0.20236,0.0277193,0.231694
NM_001141.2,0,0,0,0
NM_001631.4,0.0327761,0,0,0.031766
NM_000478.5,0,0,0.079752,3.34685
NM_001127501.3,0,0,0,0
NM_001177520.2,0,0.0427523,0,0
NM_001632.4,24.0392,59.6709,0.0697825,0.372031
NM_031313.2,1.70222,3.68558,0.0278211,0.271573
NM_006492.2,1.94307,4.83815,1.14488,4.0141
